config,question,in_doc,top_score,controls_triggered,abstained,verdict,answer
+Faithfulness,What goalkeeper participated in a football game for the premiere of A Trip to Jamaica?,True,0.594,,False,GROUNDED,"The goalkeeper who participated in the celebrity football game for the premiere of ""A Trip to Jamaica"" is Peter Rufai. He is a retired Nigerian footballer known for his role as a goalkeeper."
+Faithfulness,How many cities weren't ranked the top destination city by international visitor arrivals in the Global Destination Cities Index 2018?,True,0.521,,False,GROUNDED,"Global Destination Cities Index 2018에서 방콕이 국제 방문자 도착 수에 따라 1위로 선정되었습니다. 이 지수는 총 162개 도시를 평가하였으므로, 방콕을 제외한 161개 도시가 방콕보다 높은 순위를 차지하지 못했습니다. 따라서, 방콕을 제외한 161개 도시가 Global Destination Cities Index 2018에서 1위로 선정되지 않았습니다."
+Faithfulness,differences and similarities between red and white blood cells,False,0.118,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Kuk Harrell won his fourth Grammy for the song by Rihanna from what album?,True,0.624,,False,GROUNDED,"Kuk Harrell won his fourth Grammy for the vocal production of Rihanna's song ""Only Girl (In the World)"", which is from her fifth album, ""Loud"" released in 2010."
+Faithfulness,Who directed the film for which Danny Michael was nominated for an Academy Award ? ,True,0.404,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Dave Goelz is the voice of a character on a ride at Epcot theme park that also features what song?,False,0.365,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Which ""Outlaw"" star was nominated for an Emmy in 2013?",False,0.344,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Who is the president of organization that Forrest Griffin vs. Stephan Bonnar was thought to be one of the greatest fights in history?,True,0.762,,False,GROUNDED,"Forrest Griffin vs. Stephan Bonnar is regarded as one of the greatest fights in the history of mixed martial arts (MMA) and the Ultimate Fighting Championship (UFC). The president of the UFC, the organization that oversees these fights, is Dana White."
+Faithfulness,What was the name of the group of British colonies that the Tilden family originated from?,False,0.236,,False,GROUNDED,"죄송하지만, 제공된 참고 문서에는 Tilden 가족의 기원이나 그들이 속했던 영국 식민지에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보가 필요하시다면 다른 자료를 참고하시거나 구체적인 질문을 해주시면 도움을 드리겠습니다."
+Faithfulness,John Craig Freeman is a professor at a college founded by who ?,False,0.34,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Latrobe Brewing Company in Latrobe, Pennsylvania, founded in 1839, was one of the largest breweries in the United States and the maker of ""Rolling Rock"" beer, which merged later in 2004, into which brewing company that resulted from the merger between Belgium-based company Interbrew and Brazilian brewer AmBev?",True,0.586,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Which player from the University of Texas 1994 Sun Bowl team was later signed to the Baltimore Ravens?,True,0.638,,False,GROUNDED,1994 Sun Bowl 팀에서 텍사스 대학교의 선수인 Priest Holmes가 나중에 1997년 볼티모어 레이븐스에 무급 자유 계약 선수로 서명되었습니다.
+Faithfulness,Ray Winstone appeared in what 2005 French-British computer-animated adventure fantasy that was based on a TV series?,False,0.312,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Which breed was developed first, the Doberman Pinscher or the Old Time Farm Shepherd?",False,0.172,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,What former Governor Of New York helped found the American Bison Society?,True,0.633,,False,GROUNDED,The former Governor of New York who helped found the American Bison Society is Theodore Roosevelt. He was a pioneering conservationist and played a significant role in raising public awareness about the bison and efforts to save the species from extinction.
+Faithfulness,"Which is farther east, Minneapolis–Saint Paul International Airport or Cheyenne Regional Airport?",True,0.702,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,what causes necrotizing fasciitis,True,0.71,,False,GROUNDED,"Necrotizing fasciitis is primarily caused by bacteria, with group A beta-hemolytic streptococci (Streptococcus pyogenes) being the most common culprit. This type of bacteria is also responsible for other infections such as strep throat and impetigo. In addition to group A streptococcus, other bacteria, including staphylococcus and various pathogens, can also lead to this serious condition.  The infection typically occurs when these bacteria invade the superficial fascia, which is a layer of connective tissue located just beneath the skin. Many cases of necrotizing fasciitis are associated with a history of prior trauma, such as cuts, scrapes, insect bites, burns, or needle puncture wounds. Even surgical incision sites can serve as potential sources of infection. Although the initial injuries may seem minor, they can lead to this severe and rapidly progressing infection, sometimes referred to as ""flesh-eating bacteria."""
+Faithfulness,What is the name of one of the native species of buckthorn that is also a powerful plant-based laxative?,True,0.635,,False,GROUNDED,"The name of the native species of buckthorn that is also a powerful plant-based laxative is Rhamnus purshiana, commonly known as cascara sagrada."
+Faithfulness,Who is the current head coach of the basketball team for which Michael Beasley played for one year before declaring for the NBA draft in 2008?,False,0.267,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,lyrics he was a friend of mine,True,0.672,,False,GROUNDED,"""He Was a Friend of Mine""는 친구를 잃은 슬픔을 표현한 곡으로, 여러 아티스트에 의해 리메이크되었습니다. 이 노래의 가사는 친구가 죽었음을 이야기하며, 그가 어떤 잘못도 하지 않았고, 그를 잃은 슬픔을 강조합니다. 가사 중 일부는 다음과 같습니다:  ""He was a friend of mine, he was a friend of mine. He died without a penny, he didn't have a dime...""  이처럼 노래는 친구에 대한 애정과 그를 잃은 슬픔을 담고 있습니다. 이 곡은 Bob Dylan이 작사한 것으로 알려져 있으며, 여러 아티스트들이 이 곡을 커버했습니다."
+Faithfulness,Ishmael Muhammad is the assistant minister to which leader formerly known as Louis X?,True,0.505,,False,GROUNDED,"Ishmael Muhammad은 Louis X로 알려졌던 Louis Farrakhan의 국가 보조 장관입니다. Louis Farrakhan은 미국의 종교 지도자이자 아프리카계 미국인 활동가, 사회 논평가로 알려져 있습니다."
+Faithfulness,"Who did Eric Hilton found ESL Music, the independent record label in Washington DC, with?",False,0.255,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,In what television show did the Life Under Water actress win two Emmys for in 2001 and 2004?,False,0.315,,False,GROUNDED,"참고 문서에는 ""Life Under Water""라는 제목의 작품이나 그에 대한 정보가 포함되어 있지 않습니다. 따라서 해당 질문에 대한 정확한 답변을 제공할 수 없습니다. 추가적인 정보나 다른 질문이 있으시면 도와드리겠습니다!"
+Faithfulness,"On which semi-autobiographical film is based the 2009 romantic musical drama, which features an ensemble cast including the English actress who made her debut with the Old Vic Company?",False,0.435,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,what opening day attraction at EPCOT Center in 1982 was closed down for refurbishment in 1995,True,0.64,,False,GROUNDED,EPCOT Center의 1982년 개장일 어트랙션 중 하나인 Horizons가 1995년에 리노베이션을 위해 폐쇄되었습니다. 이 어트랙션은 1996년에 Test Track이라는 새로운 스릴 라이드를 위해 완전히 문을 닫았습니다.
+Faithfulness,"What is the name of the song that was written by Ed Sheeran, Benny Blanco and Bieber, and was remixed by Zaeden, an Indian DJ and music producer?",False,0.28,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,which British coming of age sitcom television series was James Buckley  known for playing Jay Cartwright in  ,False,0.311,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,What did Abd el-Krim regret not attacking?,True,0.435,,False,GROUNDED,"Abd el-Krim regretted not attacking Melilla, the biggest base of Spanish troops in the eastern Rif, after his forces achieved a significant victory at Annual. He later admitted that his decision to refrain from attacking was his ""biggest mistake,"" as it allowed the Spanish to regroup and reinforce their position, ultimately leading to a stalemate in the conflict."
+Faithfulness,"Signet Jewelers owns what Delaware based retailer, along with Kay and Jared?",True,0.804,,False,GROUNDED,"Signet Jewelers owns the Delaware-based retailer Zales, along with Kay Jewelers and Jared."
+Faithfulness,"Joseph Bottum wrote about what type of politics, best known for being practiced by adherents from the 1970s through the 2000s?",False,0.302,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,salary exchange pension contributions,True,0.655,,False,GROUNDED,"Salary exchange, also known as salary sacrifice, is a financial arrangement where an employee agrees to give up a portion of their salary or bonus in exchange for a non-cash benefit, typically a pension contribution made by their employer. This method allows both employers and employees to save money, particularly on National Insurance Contributions (NICs).  Here’s how it works:  1. **Salary Waiver**: The employee waives a part of their salary equivalent to their regular pension contribution. For example, if an employee's regular pension contribution is 7.5% of their salary, they would agree to reduce their salary by that same percentage.  2. **Employer Contribution**: In return for the salary reduction, the employer makes a corresponding contribution to the employee's pension scheme. This means that the employee's pension savings increase without a direct out-of-pocket cost to them.  3. **Tax and NIC Savings**: Because the employee's taxable salary is reduced, both the employee and employer can benefit from lower tax and NICs. This can lead to significant savings over time.  4. **Example Contributions**: For instance, if an employee is part of the Universities Superannuation Scheme (USS), their regular contribution is 7.5% of their pay. By participating in salary exchange, the employer would pay this amount directly into the pension scheme instead of the employee receiving it as salary.  Overall, salary exchange is a beneficial arrangement for both parties, promoting increased pension contributions while reducing overall tax liabilities. If you're considering this option, it's advisable to consult with a financial advisor to understand the implications fully."
+Faithfulness,What is the name of the director and actor with success that led to work on a film which follows a group of friends who discover an alien invasion during an epic pub crawl?,False,0.311,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,How many losses did the Hawks have in January?,False,0.211,,False,GROUNDED,"제공된 참고 문서에는 ""Hawks""라는 팀이나 그들의 경기 결과에 대한 정보가 포함되어 있지 않습니다. 따라서 Hawks의 1월 경기에서의 패배 수에 대한 정보를 제공할 수 없습니다. 추가적인 정보나 다른 질문이 있다면 도와드리겠습니다!"
+Faithfulness,In what year was the book published that first talks about biopower?,False,0.22,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Move Under Ground combines the cosmic horror of H.P. Lovecraft's Cthulhu Mythos with the Beat style of an American novelist and poet who was born when?,True,0.767,,False,GROUNDED,"Move Under Ground combines the cosmic horror of H.P. Lovecraft's Cthulhu Mythos with the Beat style of Jack Kerouac, an American novelist and poet who was born on March 12, 1922."
+Faithfulness,The Cross Coounty Community School's mascot is the second-heaviest cat after which animal?,True,0.721,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"When did the British/Irish digital television channel, which features Spliced, first launch?",False,0.219,,False,GROUNDED,참고 문서에는 British/Irish 디지털 텔레비전 채널과 관련된 정보가 포함되어 있지 않습니다. 따라서 Spliced가 방영되는 채널의 첫 출시 날짜에 대한 정보를 제공할 수 없습니다. 추가적인 정보가 필요하시다면 다른 출처를 참고하시거나 구체적인 질문을 해주시면 도와드리겠습니다.
+Faithfulness,In which year did Tom Gray aid in the discovery of a hominid fossil,False,0.218,,False,GROUNDED,"제공된 참고 문서에는 Tom Gray가 호미니드 화석 발견에 기여한 연도에 대한 정보가 포함되어 있지 않습니다. Tom Gray와 관련된 정보나 호미니드 화석 발견에 대한 구체적인 내용을 알고 싶으시다면, 추가적인 자료나 문서를 참고하시기를 권장합니다."
+Faithfulness,"What do these both have in common, the military or the secret service?",False,0.213,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Matt Doheny ran in the Republican primary for New York's 21st congressional district, a congressional district for the United States House of Representatives that is currently represented by who?",False,0.25,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,What position did the professional athlete play who was the grandson of the man who designed the Los Angelos Rams Logo?,False,0.257,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Who won the Super Bowl that Big Bad Voodoo Daddy performed at the half-time show?,True,0.504,,False,GROUNDED,"Big Bad Voodoo Daddy performed at the Super Bowl XXXIII half-time show in 1999. The Denver Broncos won that Super Bowl, defeating the Atlanta Falcons with a score of 34–19. This victory marked the Broncos' second consecutive Super Bowl win."
+Faithfulness,Are University of Patras and Manhattan College both public universities?,True,0.706,,False,GROUNDED,"아니요, University of Patras는 공립 대학이지만, Manhattan College는 사립 대학입니다. University of Patras는 그리스의 파트라에 위치한 공립 대학이며, Manhattan College는 미국 뉴욕 브롱크스에 위치한 사립 로마 가톨릭 리버럴 아츠 대학입니다."
+Faithfulness,"Call Me is the theme to ""American Gigolo"", written by a rock band of which nationality?",False,0.26,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Savage Grace is based on the dysfunctional, allegedly incestuous relationship between which wealthy American socialite who was murdered and her son, Antony?",True,0.532,,False,GROUNDED,"""Savage Grace""는 부유한 미국 사회계 여성인 바바라 달리 베이켈랜드(Barbara Daly Baekeland)와 그녀의 아들 앤서니 ""토니"" 베이켈랜드(Anthony ""Tony"" Baekeland) 간의 기능 장애가 있는, 주장된 근친상간 관계를 바탕으로 한 이야기입니다. 바바라 베이켈랜드는 그녀의 아들에 의해 살해되었습니다."
+Faithfulness,What 2014 French comedy won two awards at the 20th Lumières Awards?,True,0.602,,False,GROUNDED,"2014 French comedy that won two awards at the 20th Lumières Awards is ""Love at First Fight"" (French: Les Combattants), directed by Thomas Cailley."
+Faithfulness,How many in percent from the census weren't swedish?,True,0.476,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Me and the Colonel was a film based on the play by the novelist of what nationality?,False,0.357,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Henry Chidley Reynolds, was a New Zealand farm manager, butter manufacturer and exporter, he began manufacturing butter in 1886 and soon adopted as a brand name, Anchor, a brand of dairy products that was founded in New Zealand, in which year?",False,0.231,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Which competitor to ""Strange Stories"" was edited by John W. Campbell?",True,0.728,,False,GROUNDED,"""Strange Stories"" was unable to compete with ""Unknown"" (also known as ""Unknown Worlds""), which was edited by John W. Campbell. ""Unknown"" was launched in 1939, the same year as ""Strange Stories,"" and it became well-received in the realm of pulp fantasy fiction."
+Faithfulness,What is the FY2021 unadjusted EBITDA less capex for AMD? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Calculate what was asked by utilizing the line items clearly shown in the cash flow statement and the P&L statement.,True,0.538,,False,GROUNDED,"To calculate the FY2021 unadjusted EBITDA less capex for Advanced Micro Devices, Inc. (AMD), we will follow these steps:  1. **Calculate Unadjusted EBITDA**:    - Unadjusted Operating Income (from the P&L statement): $3,648 million    - Depreciation and Amortization (from the Cash Flow statement): $407 million     Unadjusted EBITDA = Unadjusted Operating Income + Depreciation and Amortization      Unadjusted EBITDA = $3,648 million + $407 million = $4,055 million  2. **Identify Capex**:    - Purchases of Property and Equipment (from the Cash Flow statement): $(301) million     Capex = $301 million (note that this is a cash outflow, so we will subtract it in the next step).  3. **Calculate Unadjusted EBITDA less Capex**:    Unadjusted EBITDA less Capex = Unadjusted EBITDA - Capex      Unadjusted EBITDA less Capex = $4,055 million - $301 million = $3,754 million  Thus, the FY2021 unadjusted EBITDA less capex for AMD is **$3,754 million**."
+Faithfulness,Grégory Levasseur produced the 2003 horror film directed by whom?,True,0.699,,False,GROUNDED,"Grégory Levasseur는 2003년 공포 영화 ""High Tension""을 제작하였으며, 이 영화는 Alexandre Aja가 감독했습니다."
+Faithfulness,Does the valine allele of the V89L polymorphism in the 5-alpha-reductase gene confer a reduced risk for hypospadias?,True,0.754,,False,GROUNDED,"네, V89L 다형성에서 발린(Valine) 대립유전자(V89)는 하이포스파디아(hypospadias)에 대한 위험을 줄이는 것으로 나타났습니다. 연구에 따르면, V89 대립유전자를 가진 동형접합체(homozygous individuals)는 하이포스파디아와의 유의미한 음의 연관성을 보였으며, 이들은 남성 요도 발달을 보호하는 데 중요한 역할을 하는 완전 기능성 5-알파-환원효소(enzyme)로 작용합니다. 구체적으로, V89 대립유전자를 가진 경우의 오즈비(odds ratio)는 0.24로, 이는 하이포스파디아의 발생 위험이 상당히 낮아진다는 것을 의미합니다. 따라서 발린 대립유전자는 하이포스파디아의 위험을 줄이는 데 기여하는 것으로 볼 수 있습니다."
+Faithfulness,Which Yale professor has written 150 articles for the American mass circulation monthly magazine that features scientific information on child development?,True,0.503,,False,GROUNDED,"James P. Comer is the Yale professor who has written more than 150 articles for the American mass circulation monthly magazine, Parents. This magazine features scientific information on child development aimed at helping parents in raising their children."
+Faithfulness,In which year did Lawrence Fishburne play an early pioneer of of fifties rock and roll?,True,0.347,,False,GROUNDED,"Laurence Fishburne played the role of Ike Turner, an early pioneer of fifties rock and roll, in the film ""What's Love Got to Do with It,"" which was released in 1993."
+Faithfulness,Are serum calcium levels elevated among women with untreated postmenopausal breast cancer?,False,0.284,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,The British National Party (BNP) subscribes to what form of radical authoritarian nationalism?,True,0.778,,False,GROUNDED,"The British National Party (BNP) subscribes to fascism, which is a form of radical authoritarian nationalism. Fascism is characterized by dictatorial power, the forcible suppression of opposition, and control of industry and commerce. This political ideology became prominent in early 20th-century Europe."
+Faithfulness,Saint Seiya: Next Dimension is published in which Akita Shoten-published manga magazine?,True,0.482,,False,GROUNDED,"""Saint Seiya: Next Dimension""는 Akita Shoten에서 발행하는 주간 만화 잡지인 ""Weekly Shōnen Champion""에 게재됩니다. 이 잡지는 불규칙한 날짜에 발행됩니다."
+Faithfulness,"Which opera is by Christoph Willibald Gluck, Iphigénie en Tauride or Der Barbier von Bagdad?",False,0.388,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,The Reid Report is hosted by the correspondent who is also a commentator on what website?,False,0.257,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Eye for an Eye is a 1996 American psychological thriller film starring an American actor who currently stars in what HBO sci-fi drama series?,True,0.687,,False,GROUNDED,"Eye for an Eye는 1996년 미국의 심리 스릴러 영화로, 에드 해리스(Edward Harris)가 출연합니다. 그는 현재 HBO의 공상 과학 드라마 시리즈인 ""Westworld""에 출연하고 있습니다."
+Faithfulness,Are nucleoside analogues activated by bacterial deoxyribonucleoside kinases in a species-specific manner?,False,0.265,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,What city in California was home to a team that Robert Girard played hockey for?,True,0.699,,False,GROUNDED,"Robert Girard played for the California Golden Seals, which were based in Oakland, California."
+Faithfulness,The designers of the Horten H.XVIII also designed the world's first jet-powered flying wing known by what name?,False,0.207,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Which French boxer defeated Hussein Ishaish at the 2016 Summer Olympics as an amateur?,False,0.343,,False,GROUNDED,"죄송하지만, 제공된 참고 문서에는 2016년 하계 올림픽에서 Hussein Ishaish를 이긴 프랑스 복서에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 원하신다면 다른 출처를 참고하시거나 구체적인 질문을 해주시면 도움을 드리겠습니다."
+Faithfulness,How many countries were Circassian refugees thought to be fleeing to?,False,0.322,,False,GROUNDED,주어진 참고 문서에는 Circassian refugees에 대한 정보가 포함되어 있지 않습니다. 따라서 그들이 떠나고 있는 국가의 수에 대한 구체적인 답변을 제공할 수 없습니다. Circassian refugees에 대한 정보는 다른 자료를 참고하시거나 추가적인 질문을 해주시면 도움을 드리겠습니다.
+Faithfulness,What form of theater do Sean Pol McGreevy and Mack and Mabel have in common?,False,0.229,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Threshold,Archduchess Catherine Renata of Austria is a member of one of the most influential and outstanding royal houses of Europe that was occupied by who between 1438-1740?,True,0.812,,False,GROUNDED,Archduchess Catherine Renata of Austria는 1438년부터 1740년까지 신성 로마 제국의 왕좌를 지속적으로 차지했던 하브스부르크 가문의 일원입니다. 하브스부르크 가문은 유럽에서 가장 영향력 있고 저명한 왕실 중 하나로 알려져 있습니다.
+Threshold,"What 2006 criminal case led by Mike Nifong was the basis of an episode of ""Law & Order""?",True,0.659,,False,GROUNDED,"2006년 마이크 니퐁(Mike Nifong)이 이끌었던 범죄 사건은 듀크 대학교 남자 라크로스 팀의 세 명이 잘못된 성폭행 혐의를 받았던 듀크 라크로스 사건(Duke lacrosse case)입니다. 이 사건은 ""Law & Order""의 ""Out of Control"" 에피소드의 기초가 되었습니다. 사건의 해결은 인종차별, 언론 편향, 캠퍼스에서의 적법 절차에 대한 공적 논의를 촉발하였고, 결국 주도 검사인 니퐁의 사임과 변호사 자격 박탈로 이어졌습니다."
+Threshold,Who is Ronald Dworkin?,False,0.256,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,What game was Sidney Crosby awarded his second Conn Smythe Trophy?,False,0.292,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,Vanessa Kirby played Joanna Richard Curtis' movie released on what date?,True,0.424,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,Where did Beatrice Helen Beckett's husband serve as prime minister?,False,0.327,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,What Trust did the author of The Tale of Jemima Puddle-Duck leave her house to?,False,0.237,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,"Israeli actress, Odeya Rush, is known for her lead role in 2015 American horror comedy film based on the children's book series created by what author?",True,0.688,,False,GROUNDED,"Odeya Rush는 2015년 미국의 호러 코미디 영화 ""Goosebumps""에서 주연 역할로 알려져 있습니다. 이 영화는 R.L. Stine이 만든 어린이 책 시리즈를 기반으로 하고 있습니다."
+Threshold,Is resection of residual disease after isolated limb infusion ( ILI ) equivalent to a complete response after ILI-alone in advanced extremity melanoma?,False,0.229,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,"Who was born first, Ken Hughes or Peter Duffell?",False,0.267,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,"When was the singer of ""Funny Face"" born? ",False,0.245,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,Is bilirubin independently associated with oxidized LDL levels in young obese patients?,False,0.303,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,What is the FY2020 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Give a response to the question by relying on the details shown in the P&L statement and the statement of cash flows.,False,0.421,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,"Godspeed, was under Captain Bartholomew Gosnold, an English lawyer, explorer, and privateer who was instrumental in founding of which organization?",False,0.283,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,"From the perspective of a public equities analyst, please answer the following question by primarily taking information that is provided in the P&L statement and the cash flow statement. What is Amcor's FY2020 retention ratio (using total cash dividends paid and net income attributable to shareholders)? Round answer to two decimal places.",False,0.473,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,Are both Roberto Devereux and King Priam operas?,True,0.744,,False,GROUNDED,"네, Roberto Devereux와 King Priam은 모두 오페라입니다. Roberto Devereux는 가에타노 도니제티(Gaetano Donizetti)가 작곡한 ""tragédia lirica"" 또는 비극 오페라입니다. 반면, King Priam은 마이클 티펫(Michael Tippett)이 자신의 대본을 바탕으로 작곡한 오페라입니다. 두 작품 모두 오페라 장르에 속합니다."
+Threshold,Who is married to Jim Tomlinson and released an album entitled Raconte-moi?,True,0.636,,False,GROUNDED,"Stacey Kent is married to Jim Tomlinson and released an album entitled ""Raconte-moi"" in 2010."
+Threshold,Is kAP1 associated with peritoneal carcinomatosis in gastric cancer?,True,0.726,,False,GROUNDED,"네, KAP1은 위암에서 복막암종(peritoneal carcinomatosis)과 관련이 있습니다. 연구에 따르면 KAP1의 발현이 높은 환자들은 복막암종의 발생률이 더 높았으며(P < .05), KAP1의 높은 발현은 독립적인 예후 인자로 확인되었습니다. 즉, KAP1의 발현 수준이 높을수록 환자의 전체 생존율이 낮아지는 경향이 있으며(5년 전체 생존율: 35.4% 대 50.5%, P < .05), 복막암종의 발생과도 밀접한 연관이 있습니다. 이러한 결과는 KAP1이 위암의 진행 및 예후에 중요한 역할을 할 수 있음을 시사합니다."
+Threshold,"What 1977 film written and directed by Claude Chabrol is loosely based on a novel by the author of the poem ""Jabberwocky""?",True,0.631,,False,GROUNDED,"1977년 클로드 샤브롤이 감독하고 각본을 쓴 영화는 ""Alice or the Last Escapade""입니다. 이 영화는 루이스 캐럴의 ""Alice's Adventures in Wonderland""에서 매우 느슨하게 영감을 받았으며, 캐럴의 유명한 작품 중 하나인 ""Jabberwocky""의 저자와 관련이 있습니다. 주인공의 이름은 앨리스 캐럴로, 앨리스 캐릭터와 저자의 필명인 캐럴의 성을 결합한 것입니다."
+Threshold,"Jon Ippolito is an artist, educator, new media scholar, and former curator at the Solomon R. Guggenheim Museum, the museum is often referred to as The Guggenheim, is an art museum located at 1071 Fifth Avenue on the corner of East 89th Street in the Upper East Side neighborhood of Manhattan, in which city?",False,0.303,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,What is the name of the 1972 film based on Nicholas Monsarrat's novel and stars Colin Blakely?,True,0.574,,False,GROUNDED,"The name of the 1972 film based on Nicholas Monsarrat's novel and starring Colin Blakely is ""Something to Hide,"" which was also reissued in the U.S. as ""Shattered."""
+Threshold,"Along with the New York Islanders and the New York Rangers, which other NHL franchise is popular in the New York metropolitan area?",False,0.249,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,Which politician was once a Lieutenant Governor of Kentucky and a mayor in Louisville?,True,0.422,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,In what year was the camp opened that is between the city of Wodonga and the dam across the Murray River downstream of its junction with the Mitta River?,False,0.204,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+Threshold,Buddhist Yip Kei Nam Memorial College the school was founded with funds from a gambling tycoon whose wealth was estimated to be what?,True,0.666,,False,GROUNDED,"Buddhist Yip Kei Nam Memorial College was founded with funds from Yip Hon (葉漢), a gambling tycoon whose wealth was estimated to be HK$ 100 million."
