config,question,in_doc,top_score,controls_triggered,abstained,verdict,answer
+All,하임리히법의 복부 밀어내기는 어느 방향으로 미는가?,True,0.402,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,임산부에게 기도폐쇄가 발생하면 어떤 방법을 사용하는가?,True,0.477,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,기도폐쇄 환자가 의식을 잃으면 무엇을 해야 하는가?,True,0.657,,False,GROUNDED,기도폐쇄 환자가 의식을 잃으면 즉시 바닥에 눕히고 119에 신고한 뒤 심폐소생술을 시작해야 합니다. 이는 환자의 생명을 구하기 위한 긴급한 조치입니다.
+All,심각한 기도폐쇄 상황은 어떻게 판단하는가?,True,0.604,,False,GROUNDED,"심각한 기도폐쇄 상황은 환자가 목을 감싸쥐고 기침이나 말을 하지 못하며 숨을 쉬지 못하는 모습을 보일 때 판단할 수 있습니다. 이러한 증상은 기도가 완전히 막혔음을 나타내며, 즉각적인 응급 처치가 필요합니다."
+All,기도폐쇄 환자가 기침을 할 수 있으면 어떻게 대응하는가?,True,0.734,,False,GROUNDED,"기도폐쇄 환자가 기침을 할 수 있는 경우, 2단계에 따라 억지로 개입하지 말고 환자가 계속 세게 기침하도록 격려해야 합니다. 기침은 기도에 있는 이물질을 제거하는 자연스러운 방법이므로, 환자가 스스로 기침을 통해 호흡을 회복할 수 있도록 지켜보는 것이 중요합니다. 이때 환자가 안정감을 느낄 수 있도록 주변에서 지지해 주는 것이 좋습니다."
+All,화상 부위는 무엇으로 식혀야 하는가?,True,0.387,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 부위를 물로 식히는 적정 시간은 얼마인가?,True,0.537,,False,GROUNDED,"화상 부위를 흐르는 시원한 물에 약 20분간 식히는 것이 적정 시간입니다. 이 과정은 화상의 열을 식히고 추가적인 손상을 방지하는 데 중요합니다. 얼음이나 얼음물은 사용하지 않는 것이 좋습니다, 왜냐하면 이는 오히려 조직 손상을 유발할 수 있기 때문입니다."
+All,화상으로 생긴 물집은 터뜨려도 되는가?,True,0.508,,False,GROUNDED,"화상으로 생긴 물집은 절대로 터뜨리지 않아야 합니다. 터진 물집은 감염 위험을 크게 높이기 때문에, 물집이 생겼더라도 자연스럽게 치유되도록 두는 것이 중요합니다. 화상 부위를 보호하고 감염을 예방하기 위해 깨끗하고 마른 거즈나 천으로 느슨하게 덮는 것이 좋습니다."
+All,화상 부위에 얼음을 사용해도 되는가?,True,0.481,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 부위는 무엇으로 덮어야 하는가?,True,0.382,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 부위에 연고나 치약을 발라도 되는가?,True,0.377,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,화상 환자를 즉시 병원으로 이송해야 하는 경우는?,True,0.532,,False,GROUNDED,"화상 환자를 즉시 병원으로 이송해야 하는 경우는 다음과 같습니다:  1. 화상의 범위가 넓은 경우 2. 화상이 얼굴, 손, 발, 생식기 부위에 발생한 경우 3. 깊은 화상으로 판단되는 경우  이러한 상황에서는 즉시 119에 신고하거나 병원으로 이송하는 것이 중요합니다."
+All,골절이 의심될 때 응급처치는 어떻게 하는가?,False,0.363,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,코피가 멈추지 않을 때는 어떻게 처치하는가?,False,0.395,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,뱀에 물렸을 때 올바른 응급처치는 무엇인가?,False,0.412,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,약물을 잘못 삼켰을 때(음독) 어떻게 대응해야 하는가?,False,0.383,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,뇌졸중이 의심될 때 나타나는 대표 증상은 무엇인가?,False,0.267,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,저체온증 환자는 어떻게 처치해야 하는가?,False,0.449,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,물에 빠진 사람은 어떻게 구조해야 하는가?,False,0.271,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,감전 사고를 당한 사람에게 어떤 응급처치를 하는가?,False,0.368,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,경련(발작)을 일으키는 환자는 어떻게 돌봐야 하는가?,False,0.509,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+All,심한 출혈이 있을 때 지혈대는 어떻게 사용하는가?,False,0.314,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,발목을 삐었을 때 응급처치는 어떻게 하는가?,False,0.376,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,벌에 쏘여 심한 알레르기 반응이 나타나면 어떻게 하는가?,False,0.297,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,식중독 증상이 있을 때 어떤 응급처치를 해야 하는가?,False,0.486,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,갑자기 실신한 사람은 어떻게 조치해야 하는가?,False,0.325,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,고열이 심한 환자는 어떻게 열을 내려야 하는가?,False,0.387,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,탈수 증상이 있을 때 어떻게 대처해야 하는가?,False,0.38,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,눈에 이물질이 들어갔을 때는 어떻게 해야 하는가?,False,0.318,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,치아가 통째로 빠졌을 때 응급처치는 무엇인가?,False,0.416,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,동상에 걸렸을 때 올바른 처치법은 무엇인가?,False,0.44,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
+All,과호흡 증후군 환자는 어떻게 진정시켜야 하는가?,False,0.446,confidence_threshold,True,GROUNDED,관련 정보 없음: 제공된 응급처치 문서에서 해당 내용을 찾을 수 없습니다.
